scenario,method,run,coverage,risk
Geometry shift,Variance gate,5,0.39999999999999997,0.06527043975225102
Geometry shift,Variance gate,5,0.44999999999999996,0.0662399190665753
Geometry shift,Variance gate,5,0.5,0.05854816329243581
Geometry shift,Variance gate,5,0.5499999999999999,0.07249353941311472
Geometry shift,Variance gate,5,0.6,0.07451554733120433
Geometry shift,Variance gate,5,0.6499999999999999,0.07899329979900462
Geometry shift,Variance gate,5,0.7,0.07958100127013767
Geometry shift,Variance gate,5,0.75,0.08588052137919963
Geometry shift,Variance gate,5,0.7999999999999999,0.0903823238718296
Geometry shift,Variance gate,5,0.8499999999999999,0.09688652444406833
Geometry shift,Variance gate,5,0.8999999999999999,0.09700008322441363
Geometry shift,Variance gate,5,0.95,0.1043303328987993
Geometry shift,Variance gate,5,1.0,0.10771133811801817
Geometry shift,Variance gate,6,0.3,0.05837534568795089
Geometry shift,Variance gate,6,0.35,0.051780636887641486
Geometry shift,Variance gate,6,0.39999999999999997,0.0547381727763734
Geometry shift,Variance gate,6,0.44999999999999996,0.06334109011719459
Geometry shift,Variance gate,6,0.5,0.06759152891576307
Geometry shift,Variance gate,6,0.5499999999999999,0.0620075461197253
Geometry shift,Variance gate,6,0.6,0.06947583254123114
Geometry shift,Variance gate,6,0.6499999999999999,0.07404339196046314
Geometry shift,Variance gate,6,0.7,0.07988302544723071
Geometry shift,Variance gate,6,0.75,0.08835284700802246
Geometry shift,Variance gate,6,0.7999999999999999,0.09164986784453821
Geometry shift,Variance gate,6,0.8499999999999999,0.09048288385657552
Geometry shift,Variance gate,6,0.8999999999999999,0.09946384188089881
Geometry shift,Variance gate,6,0.95,0.1019678621957114
Geometry shift,Variance gate,6,1.0,0.11103023012988306
Geometry shift,Variance gate,7,0.3,0.056770026002508606
Geometry shift,Variance gate,7,0.35,0.059850333409521096
Geometry shift,Variance gate,7,0.39999999999999997,0.06431538681800342
Geometry shift,Variance gate,7,0.44999999999999996,0.07192856531479226
Geometry shift,Variance gate,7,0.5,0.06590855947245043
Geometry shift,Variance gate,7,0.5499999999999999,0.0663638075704314
Geometry shift,Variance gate,7,0.6,0.07539844542159661
Geometry shift,Variance gate,7,0.6499999999999999,0.07277276518017799
Geometry shift,Variance gate,7,0.7,0.08422281253829651
Geometry shift,Variance gate,7,0.75,0.08339410561392867
Geometry shift,Variance gate,7,0.7999999999999999,0.08843039555858163
Geometry shift,Variance gate,7,0.8499999999999999,0.09563830308926283
Geometry shift,Variance gate,7,0.8999999999999999,0.09611426421657425
Geometry shift,Variance gate,7,0.95,0.10734999633885202
Geometry shift,Variance gate,7,1.0,0.10855963187153149
Geometry shift,Variance gate,8,0.3,0.05952650151563411
Geometry shift,Variance gate,8,0.35,0.06149277373014493
Geometry shift,Variance gate,8,0.39999999999999997,0.0619102164169683
Geometry shift,Variance gate,8,0.44999999999999996,0.06530468789645064
Geometry shift,Variance gate,8,0.5,0.06527966446771417
Geometry shift,Variance gate,8,0.5499999999999999,0.07105971659256781
Geometry shift,Variance gate,8,0.6,0.07348497027344968
Geometry shift,Variance gate,8,0.6499999999999999,0.07405538904135915
Geometry shift,Variance gate,8,0.7,0.07895210276540794
Geometry shift,Variance gate,8,0.75,0.08196992405139301
Geometry shift,Variance gate,8,0.7999999999999999,0.09096960778588876
Geometry shift,Variance gate,8,0.8499999999999999,0.09550468415297267
Geometry shift,Variance gate,8,0.8999999999999999,0.09562243210830368
Geometry shift,Variance gate,8,0.95,0.10430329695136503
Geometry shift,Variance gate,8,1.0,0.10909080005655657
Geometry shift,Variance gate,9,0.3,0.05751208262926534
Geometry shift,Variance gate,9,0.35,0.060789625260034494
Geometry shift,Variance gate,9,0.39999999999999997,0.06243353652643058
Geometry shift,Variance gate,9,0.44999999999999996,0.0657732298877076
Geometry shift,Variance gate,9,0.5,0.06623513818371617
Geometry shift,Variance gate,9,0.5499999999999999,0.06801803349510689
Geometry shift,Variance gate,9,0.6,0.07311109426803841
Geometry shift,Variance gate,9,0.6499999999999999,0.07710444824341434
Geometry shift,Variance gate,9,0.7,0.07401090107868864
Geometry shift,Variance gate,9,0.75,0.08416363049991896
Geometry shift,Variance gate,9,0.7999999999999999,0.09220961170919144
Geometry shift,Variance gate,9,0.8499999999999999,0.0968635232094823
Geometry shift,Variance gate,9,0.8999999999999999,0.09746280135037412
Geometry shift,Variance gate,9,0.95,0.10671649996617416
Geometry shift,Variance gate,9,1.0,0.11163664387474304
Geometry shift,Variance gate,10,0.3,0.05718521902379356
Geometry shift,Variance gate,10,0.35,0.06000664193137982
Geometry shift,Variance gate,10,0.39999999999999997,0.06097864157280415
Geometry shift,Variance gate,10,0.44999999999999996,0.06426517523743287
Geometry shift,Variance gate,10,0.5,0.06840934599875868
Geometry shift,Variance gate,10,0.5499999999999999,0.0645991749586187
Geometry shift,Variance gate,10,0.6,0.07248501465575716
Geometry shift,Variance gate,10,0.6499999999999999,0.07946423490904607
Geometry shift,Variance gate,10,0.7,0.08231109676883194
Geometry shift,Variance gate,10,0.75,0.08607012476971727
Geometry shift,Variance gate,10,0.7999999999999999,0.08856055991878646
Geometry shift,Variance gate,10,0.8499999999999999,0.09155639564579235
Geometry shift,Variance gate,10,0.8999999999999999,0.09616995270146872
Geometry shift,Variance gate,10,0.95,0.10233533388059687
Geometry shift,Variance gate,10,1.0,0.10793350316074388
Geometry shift,Variance gate,11,0.3,0.0605530813658385
Geometry shift,Variance gate,11,0.35,0.06180329172654021
Geometry shift,Variance gate,11,0.39999999999999997,0.06234887687953223
Geometry shift,Variance gate,11,0.44999999999999996,0.061478317026166115
Geometry shift,Variance gate,11,0.5,0.07029324780420408
Geometry shift,Variance gate,11,0.5499999999999999,0.07269312327509773
Geometry shift,Variance gate,11,0.6,0.07357331420558393
Geometry shift,Variance gate,11,0.6499999999999999,0.06943170987593289
Geometry shift,Variance gate,11,0.7,0.07647906108877034
Geometry shift,Variance gate,11,0.75,0.08411573376419183
Geometry shift,Variance gate,11,0.7999999999999999,0.0851609931037695
Geometry shift,Variance gate,11,0.8499999999999999,0.10224685345151786
Geometry shift,Variance gate,11,0.8999999999999999,0.09303890667676766
Geometry shift,Variance gate,11,0.95,0.10402050535017647
Geometry shift,Variance gate,11,1.0,0.1113663777452593
Geometry shift,Variance gate,12,0.3,0.05295944425711477
Geometry shift,Variance gate,12,0.35,0.05721212245865463
Geometry shift,Variance gate,12,0.39999999999999997,0.0634695877542784
Geometry shift,Variance gate,12,0.44999999999999996,0.06594779008212859
Geometry shift,Variance gate,12,0.5,0.06622512746026746
Geometry shift,Variance gate,12,0.5499999999999999,0.07233298453797105
Geometry shift,Variance gate,12,0.6,0.0703582807898637
Geometry shift,Variance gate,12,0.6499999999999999,0.07671529340222737
Geometry shift,Variance gate,12,0.7,0.08127935637422268
Geometry shift,Variance gate,12,0.75,0.08330500452226741
Geometry shift,Variance gate,12,0.7999999999999999,0.09150580168908685
Geometry shift,Variance gate,12,0.8499999999999999,0.09997272675550073
Geometry shift,Variance gate,12,0.8999999999999999,0.10147487398840514
Geometry shift,Variance gate,12,0.95,0.10059324148308289
Geometry shift,Variance gate,12,1.0,0.10970987585506405
Geometry shift,Variance gate,13,0.3,0.06025122010199725
Geometry shift,Variance gate,13,0.35,0.057183436531465494
Geometry shift,Variance gate,13,0.39999999999999997,0.06613428371697898
Geometry shift,Variance gate,13,0.44999999999999996,0.06318935830636198
Geometry shift,Variance gate,13,0.5,0.06362218654165962
Geometry shift,Variance gate,13,0.5499999999999999,0.06890995596664888
Geometry shift,Variance gate,13,0.6,0.07664474351646021
Geometry shift,Variance gate,13,0.6499999999999999,0.07460554213326188
Geometry shift,Variance gate,13,0.7,0.08039424270581252
Geometry shift,Variance gate,13,0.75,0.08589511102044325
Geometry shift,Variance gate,13,0.7999999999999999,0.0867313588109545
Geometry shift,Variance gate,13,0.8499999999999999,0.0971222957957413
Geometry shift,Variance gate,13,0.8999999999999999,0.09841797390910602
Geometry shift,Variance gate,13,0.95,0.1066249734222137
Geometry shift,Variance gate,13,1.0,0.10810311172398106
Geometry shift,Variance gate,14,0.3,0.056580147003372855
Geometry shift,Variance gate,14,0.35,0.056225133523556375
Geometry shift,Variance gate,14,0.39999999999999997,0.06230351915116477
Geometry shift,Variance gate,14,0.44999999999999996,0.06002001597052943
Geometry shift,Variance gate,14,0.5,0.06495924892761194
Geometry shift,Variance gate,14,0.5499999999999999,0.07312256020046375
Geometry shift,Variance gate,14,0.6,0.07183199465390207
Geometry shift,Variance gate,14,0.6499999999999999,0.07724019500169595
Geometry shift,Variance gate,14,0.7,0.07519922904298029
Geometry shift,Variance gate,14,0.75,0.08733347836457353
Geometry shift,Variance gate,14,0.7999999999999999,0.0888875876447849
Geometry shift,Variance gate,14,0.8499999999999999,0.08948829880614824
Geometry shift,Variance gate,14,0.8999999999999999,0.0913771618493568
Geometry shift,Variance gate,14,0.95,0.0982075988164445
Geometry shift,Variance gate,14,1.0,0.10862727982582927
Geometry shift,Variance gate,15,0.3,0.056370370633675025
Geometry shift,Variance gate,15,0.35,0.061448151819677235
Geometry shift,Variance gate,15,0.39999999999999997,0.0670354511996138
Geometry shift,Variance gate,15,0.44999999999999996,0.06036740049398215
Geometry shift,Variance gate,15,0.5,0.06740276861183717
Geometry shift,Variance gate,15,0.5499999999999999,0.07357281604000965
Geometry shift,Variance gate,15,0.6,0.07146046048446536
Geometry shift,Variance gate,15,0.6499999999999999,0.07254487770691288
Geometry shift,Variance gate,15,0.7,0.08208881464335922
Geometry shift,Variance gate,15,0.75,0.08665125219663383
Geometry shift,Variance gate,15,0.7999999999999999,0.08766231565282932
Geometry shift,Variance gate,15,0.8499999999999999,0.09294448662248989
Geometry shift,Variance gate,15,0.8999999999999999,0.10101639539086962
Geometry shift,Variance gate,15,0.95,0.09655580104581728
Geometry shift,Variance gate,15,1.0,0.1079773174611705
Geometry shift,Full gate,1,0.3,0.04128440676958471
Geometry shift,Full gate,1,0.35,0.04278944245485829
Geometry shift,Full gate,1,0.39999999999999997,0.0520778547398796
Geometry shift,Full gate,1,0.44999999999999996,0.04817626187898635
Geometry shift,Full gate,1,0.5,0.052580049422359436
Geometry shift,Full gate,1,0.5499999999999999,0.05055153067638044
Geometry shift,Full gate,1,0.6,0.05568111526936933
Geometry shift,Full gate,1,0.6499999999999999,0.05221167054538309
Geometry shift,Full gate,1,0.7,0.06574019487212335
Geometry shift,Full gate,1,0.75,0.06203177026003615
Geometry shift,Full gate,1,0.7999999999999999,0.06847256419560178
Geometry shift,Full gate,1,0.8499999999999999,0.06795286498953929
Geometry shift,Full gate,1,0.8999999999999999,0.07176875806777774
Geometry shift,Full gate,1,0.95,0.07639947516892397
Geometry shift,Full gate,1,1.0,0.08566350202539043
Geometry shift,Full gate,2,0.3,0.038746337543313684
Geometry shift,Full gate,2,0.35,0.04402432745578134
Geometry shift,Full gate,2,0.39999999999999997,0.05338154505319273
Geometry shift,Full gate,2,0.44999999999999996,0.04733634473670938
Geometry shift,Full gate,2,0.5,0.04587760313162331
Geometry shift,Full gate,2,0.5499999999999999,0.04912136123423473
Geometry shift,Full gate,2,0.6,0.053771436276011816
Geometry shift,Full gate,2,0.6499999999999999,0.06171536069876353
Geometry shift,Full gate,2,0.7,0.06212105440368591
Geometry shift,Full gate,2,0.75,0.06381571905762713
Geometry shift,Full gate,2,0.7999999999999999,0.06696686966471604
Geometry shift,Full gate,2,0.8499999999999999,0.06804301995611045
Geometry shift,Full gate,2,0.8999999999999999,0.07136356019601582
Geometry shift,Full gate,2,0.95,0.07824640018659766
Geometry shift,Full gate,2,1.0,0.07472098239048873
Geometry shift,Full gate,3,0.3,0.046963368632225805
Geometry shift,Full gate,3,0.35,0.048407895502977735
Geometry shift,Full gate,3,0.39999999999999997,0.04608030719204731
Geometry shift,Full gate,3,0.44999999999999996,0.04632606409741311
Geometry shift,Full gate,3,0.5,0.0491426239984543
Geometry shift,Full gate,3,0.5499999999999999,0.053381482600075796
Geometry shift,Full gate,3,0.6,0.050955387233113596
Geometry shift,Full gate,3,0.6499999999999999,0.05973438120454587
Geometry shift,Full gate,3,0.7,0.06470682403869538
Geometry shift,Full gate,3,0.75,0.05853515068442023
Geometry shift,Full gate,3,0.7999999999999999,0.06843507691631741
Geometry shift,Full gate,3,0.8499999999999999,0.07171393278444069
Geometry shift,Full gate,3,0.8999999999999999,0.07336109661935769
Geometry shift,Full gate,3,0.95,0.07880932671456632
Geometry shift,Full gate,3,1.0,0.08019589436585041
Geometry shift,Full gate,4,0.3,0.04456969496385467
Geometry shift,Full gate,4,0.35,0.04374177767758592
Geometry shift,Full gate,4,0.39999999999999997,0.05037697568749913
Geometry shift,Full gate,4,0.44999999999999996,0.04969535431304865
Geometry shift,Full gate,4,0.5,0.05324896026107951
Geometry shift,Full gate,4,0.5499999999999999,0.054630639340719066
Geometry shift,Full gate,4,0.6,0.05627125073095148
Geometry shift,Full gate,4,0.6499999999999999,0.06030296517996907
Geometry shift,Full gate,4,0.7,0.06406205086034598
Geometry shift,Full gate,4,0.75,0.06979920920181122
Geometry shift,Full gate,4,0.7999999999999999,0.06929234101279173
Geometry shift,Full gate,4,0.8499999999999999,0.06489791209032224
Geometry shift,Full gate,4,0.8999999999999999,0.0748919214576823
Geometry shift,Full gate,4,0.95,0.07434084821169813
Geometry shift,Full gate,4,1.0,0.08163659448218524
Geometry shift,Full gate,5,0.3,0.04478585725052717
Geometry shift,Full gate,5,0.35,0.0505402089436712
Geometry shift,Full gate,5,0.39999999999999997,0.04706073440089873
Geometry shift,Full gate,5,0.44999999999999996,0.04908715348325394
Geometry shift,Full gate,5,0.5,0.05690509936110362
Geometry shift,Full gate,5,0.5499999999999999,0.05112453750747316
Geometry shift,Full gate,5,0.6,0.055016570645508606
Geometry shift,Full gate,5,0.6499999999999999,0.05514164002343437
Geometry shift,Full gate,5,0.7,0.05901788186666347
Geometry shift,Full gate,5,0.75,0.06186124325375593
Geometry shift,Full gate,5,0.7999999999999999,0.06564522920905583
Geometry shift,Full gate,5,0.8499999999999999,0.06990546535141953
Geometry shift,Full gate,5,0.8999999999999999,0.07423569547989164
Geometry shift,Full gate,5,0.95,0.07542762112562143
Geometry shift,Full gate,5,1.0,0.08288602398979393
Geometry shift,Full gate,6,0.3,0.0386556514638879
Geometry shift,Full gate,6,0.35,0.050627925697463425
Geometry shift,Full gate,6,0.39999999999999997,0.04756849247853147
Geometry shift,Full gate,6,0.44999999999999996,0.049682030085030825
Geometry shift,Full gate,6,0.5,0.05247631708616869
Geometry shift,Full gate,6,0.5499999999999999,0.05617943501715978
Geometry shift,Full gate,6,0.6,0.060615585517495456
Geometry shift,Full gate,6,0.6499999999999999,0.052440546091525944
Geometry shift,Full gate,6,0.7,0.06547601133677869
Geometry shift,Full gate,6,0.75,0.06540061513192068
Geometry shift,Full gate,6,0.7999999999999999,0.06781185887519899
Geometry shift,Full gate,6,0.8499999999999999,0.07084116314588601
Geometry shift,Full gate,6,0.8999999999999999,0.07566067275733128
Geometry shift,Full gate,6,0.95,0.07379804903782054
Geometry shift,Full gate,6,1.0,0.08430888511885197
Geometry shift,Full gate,7,0.3,0.04572654988724332
Geometry shift,Full gate,7,0.35,0.044344881898328976
Geometry shift,Full gate,7,0.39999999999999997,0.044440336982340053
Geometry shift,Full gate,7,0.44999999999999996,0.049591041673876055
Geometry shift,Full gate,7,0.5,0.05003642977540726
Geometry shift,Full gate,7,0.5499999999999999,0.048815619993512846
Geometry shift,Full gate,7,0.6,0.0495296181329352
Geometry shift,Full gate,7,0.6499999999999999,0.05692219768200217
Geometry shift,Full gate,7,0.7,0.061286231182361296
Geometry shift,Full gate,7,0.75,0.06586542114827008
Geometry shift,Full gate,7,0.7999999999999999,0.05990421542429659
Geometry shift,Full gate,7,0.8499999999999999,0.07225158885767051
Geometry shift,Full gate,7,0.8999999999999999,0.0775774391233299
Geometry shift,Full gate,7,0.95,0.07514710737120352
Geometry shift,Full gate,7,1.0,0.08206447149798995
Geometry shift,Full gate,8,0.3,0.043986361927639175
Geometry shift,Full gate,8,0.35,0.04327987823621229
Geometry shift,Full gate,8,0.39999999999999997,0.046552309205928045
Geometry shift,Full gate,8,0.44999999999999996,0.04932381216037126
Geometry shift,Full gate,8,0.5,0.05193121685425456
Geometry shift,Full gate,8,0.5499999999999999,0.05304382621800107
Geometry shift,Full gate,8,0.6,0.04974991977740195
Geometry shift,Full gate,8,0.6499999999999999,0.058230149264962
Geometry shift,Full gate,8,0.7,0.05803375114376523
Geometry shift,Full gate,8,0.75,0.061893057317266756
Geometry shift,Full gate,8,0.7999999999999999,0.0673995872638629
Geometry shift,Full gate,8,0.8499999999999999,0.07507330544636044
Geometry shift,Full gate,8,0.8999999999999999,0.07718817153860205
Geometry shift,Full gate,8,0.95,0.08393668147837309
Geometry shift,Full gate,8,1.0,0.0811041789937262
Geometry shift,Full gate,9,0.3,0.043597589169780175
Geometry shift,Full gate,9,0.35,0.045082040872804055
Geometry shift,Full gate,9,0.39999999999999997,0.051748343233446334
Geometry shift,Full gate,9,0.44999999999999996,0.05595117482721187
Geometry shift,Full gate,9,0.5,0.050389544215888524
Geometry shift,Full gate,9,0.5499999999999999,0.06101074589468137
Geometry shift,Full gate,9,0.6,0.05469806169303651
Geometry shift,Full gate,9,0.6499999999999999,0.05982500385228261
Geometry shift,Full gate,9,0.7,0.064714192430246
Geometry shift,Full gate,9,0.75,0.06516913598346938
Geometry shift,Full gate,9,0.7999999999999999,0.06454260540005241
Geometry shift,Full gate,9,0.8499999999999999,0.07111355521627333
Geometry shift,Full gate,9,0.8999999999999999,0.07477917602279799
Geometry shift,Full gate,9,0.95,0.07756705461098742
Geometry shift,Full gate,9,1.0,0.08285232394401859
Geometry shift,Full gate,10,0.3,0.04682691972982166
Geometry shift,Full gate,10,0.35,0.04681671240597816
Geometry shift,Full gate,10,0.39999999999999997,0.04443578236621588
Geometry shift,Full gate,10,0.44999999999999996,0.04640439230836989
Geometry shift,Full gate,10,0.5,0.05212855734899734
Geometry shift,Full gate,10,0.5499999999999999,0.048313901235116294
Geometry shift,Full gate,10,0.6,0.05573770929330986
Geometry shift,Full gate,10,0.6499999999999999,0.05620619417750252
Geometry shift,Full gate,10,0.7,0.05964938213923121
Geometry shift,Full gate,10,0.75,0.06372329988938076
Geometry shift,Full gate,10,0.7999999999999999,0.06637298739488043
Geometry shift,Full gate,10,0.8499999999999999,0.07038572259910324
Geometry shift,Full gate,10,0.8999999999999999,0.07099173437559822
Geometry shift,Full gate,10,0.95,0.07539562671915273
Geometry shift,Full gate,10,1.0,0.08241768139492148
Geometry shift,Full gate,11,0.3,0.04752421654328607
Geometry shift,Full gate,11,0.35,0.046883606722186444
Geometry shift,Full gate,11,0.39999999999999997,0.04468993670417712
Geometry shift,Full gate,11,0.44999999999999996,0.04730742410410752
Geometry shift,Full gate,11,0.5,0.05058894770467
Geometry shift,Full gate,11,0.5499999999999999,0.04968884379971841
Geometry shift,Full gate,11,0.6,0.05683847893115106
Geometry shift,Full gate,11,0.6499999999999999,0.05800508713917271
Geometry shift,Full gate,11,0.7,0.05683211129111935
Geometry shift,Full gate,11,0.75,0.06430564951915768
Geometry shift,Full gate,11,0.7999999999999999,0.06764547609181357
Geometry shift,Full gate,11,0.8499999999999999,0.0701244234766606
Geometry shift,Full gate,11,0.8999999999999999,0.07482135089629222
Geometry shift,Full gate,11,0.95,0.07831059882943876
Geometry shift,Full gate,11,1.0,0.08204188404488752
Geometry shift,Full gate,12,0.3,0.046762069220851854
Geometry shift,Full gate,12,0.35,0.04553748353367213
Geometry shift,Full gate,12,0.39999999999999997,0.049575268662008745
Geometry shift,Full gate,12,0.44999999999999996,0.05050232185929947
Geometry shift,Full gate,12,0.5,0.05133591683614763
Geometry shift,Full gate,12,0.5499999999999999,0.058705035296168585
Geometry shift,Full gate,12,0.6,0.055082454152380056
Geometry shift,Full gate,12,0.6499999999999999,0.057495795000706985
Geometry shift,Full gate,12,0.7,0.05817468920932189
Geometry shift,Full gate,12,0.75,0.06635912743330934
Geometry shift,Full gate,12,0.7999999999999999,0.06620248047534351
Geometry shift,Full gate,12,0.8499999999999999,0.07046202946612035
Geometry shift,Full gate,12,0.8999999999999999,0.07313126186823092
Geometry shift,Full gate,12,0.95,0.07520643772319713
Geometry shift,Full gate,12,1.0,0.07754599672165004
Geometry shift,Full gate,13,0.3,0.03737578389053396
Geometry shift,Full gate,13,0.35,0.04660187920802424
Geometry shift,Full gate,13,0.39999999999999997,0.04593545016920511
Geometry shift,Full gate,13,0.44999999999999996,0.0509487432812032
Geometry shift,Full gate,13,0.5,0.05352647309244989
Geometry shift,Full gate,13,0.5499999999999999,0.05453401369957897
Geometry shift,Full gate,13,0.6,0.0480057662269319
Geometry shift,Full gate,13,0.6499999999999999,0.05742655582274232
Geometry shift,Full gate,13,0.7,0.06463385495030194
Geometry shift,Full gate,13,0.75,0.05930707708946918
Geometry shift,Full gate,13,0.7999999999999999,0.06604513855775795
Geometry shift,Full gate,13,0.8499999999999999,0.07610519406513054
Geometry shift,Full gate,13,0.8999999999999999,0.07363333334703231
Geometry shift,Full gate,13,0.95,0.07585335049359314
Geometry shift,Full gate,13,1.0,0.0799586281669888
Geometry shift,Full gate,14,0.3,0.043529876021092054
Geometry shift,Full gate,14,0.35,0.04861117435509501
Geometry shift,Full gate,14,0.39999999999999997,0.04749917146666078
Geometry shift,Full gate,14,0.44999999999999996,0.04817904566376831
Geometry shift,Full gate,14,0.5,0.04787619539808689
Geometry shift,Full gate,14,0.5499999999999999,0.051462677047578974
Geometry shift,Full gate,14,0.6,0.05478316902851028
Geometry shift,Full gate,14,0.6499999999999999,0.05949246510284476
Geometry shift,Full gate,14,0.7,0.06005463866232777
Geometry shift,Full gate,14,0.75,0.06287201869129674
Geometry shift,Full gate,14,0.7999999999999999,0.0648117890351675
Geometry shift,Full gate,14,0.8499999999999999,0.07038808391555543
Geometry shift,Full gate,14,0.8999999999999999,0.07207385956478085
Geometry shift,Full gate,14,0.95,0.08261869179635499
Geometry shift,Full gate,14,1.0,0.08002094432629381
Geometry shift,Full gate,15,0.3,0.0415324626474035
Geometry shift,Full gate,15,0.35,0.043771275412852105
Geometry shift,Full gate,15,0.39999999999999997,0.042702479061523614
Geometry shift,Full gate,15,0.44999999999999996,0.045209675375356737
Geometry shift,Full gate,15,0.5,0.053927725100805325
Geometry shift,Full gate,15,0.5499999999999999,0.04792946689210532
Geometry shift,Full gate,15,0.6,0.055484985397170374
Geometry shift,Full gate,15,0.6499999999999999,0.05845606241117779
Geometry shift,Full gate,15,0.7,0.06357101681565688
Geometry shift,Full gate,15,0.75,0.06285537220129193
Geometry shift,Full gate,15,0.7999999999999999,0.07257124280960049
Geometry shift,Full gate,15,0.8499999999999999,0.0743751116732833
Geometry shift,Full gate,15,0.8999999999999999,0.07339559882978054
Geometry shift,Full gate,15,0.95,0.07507964205532137
Geometry shift,Full gate,15,1.0,0.08143634956778747
Stimulus shift,Variance gate,1,0.3,0.06587097733399215
Stimulus shift,Variance gate,1,0.35,0.07045143989086972
Stimulus shift,Variance gate,1,0.39999999999999997,0.0760698072090236
Stimulus shift,Variance gate,1,0.44999999999999996,0.07563438651102114
Stimulus shift,Variance gate,1,0.5,0.0782389424378018
Stimulus shift,Variance gate,1,0.5499999999999999,0.08251413234923273
Stimulus shift,Variance gate,1,0.6,0.0818412192388645
Stimulus shift,Variance gate,1,0.6499999999999999,0.0858605479185469
Stimulus shift,Variance gate,1,0.7,0.08898686570231716
Stimulus shift,Variance gate,1,0.75,0.090020841178033
Stimulus shift,Variance gate,1,0.7999999999999999,0.09863164825333723
Stimulus shift,Variance gate,1,0.8499999999999999,0.10130499847045074
Stimulus shift,Variance gate,1,0.8999999999999999,0.10297539947368421
Stimulus shift,Variance gate,1,0.95,0.10982026649043258
Stimulus shift,Variance gate,1,1.0,0.11409774615155997
Stimulus shift,Variance gate,2,0.3,0.07059732088676358
Stimulus shift,Variance gate,2,0.35,0.07460907639979741
Stimulus shift,Variance gate,2,0.39999999999999997,0.07121059190171604
Stimulus shift,Variance gate,2,0.44999999999999996,0.07272289093556637
Stimulus shift,Variance gate,2,0.5,0.07941975367711793
Stimulus shift,Variance gate,2,0.5499999999999999,0.08379634089746209
Stimulus shift,Variance gate,2,0.6,0.08621524755264431
Stimulus shift,Variance gate,2,0.6499999999999999,0.08603220406535492
Stimulus shift,Variance gate,2,0.7,0.08974552860100128
Stimulus shift,Variance gate,2,0.75,0.0955219372951957
Stimulus shift,Variance gate,2,0.7999999999999999,0.10239014447711044
Stimulus shift,Variance gate,2,0.8499999999999999,0.09812063355251316
Stimulus shift,Variance gate,2,0.8999999999999999,0.10512749160986137
Stimulus shift,Variance gate,2,0.95,0.12012496503750489
Stimulus shift,Variance gate,2,1.0,0.11828609591018753
Stimulus shift,Variance gate,3,0.3,0.06644829973591035
Stimulus shift,Variance gate,3,0.35,0.06915805885301723
Stimulus shift,Variance gate,3,0.39999999999999997,0.06729758600401563
Stimulus shift,Variance gate,3,0.44999999999999996,0.07808973614706814
Stimulus shift,Variance gate,3,0.5,0.07201800093034719
Stimulus shift,Variance gate,3,0.5499999999999999,0.07985355786166261
Stimulus shift,Variance gate,3,0.6,0.08615744374023676
Stimulus shift,Variance gate,3,0.6499999999999999,0.08778031783639191
Stimulus shift,Variance gate,3,0.7,0.09083116423612297
Stimulus shift,Variance gate,3,0.75,0.09676122490924256
Stimulus shift,Variance gate,3,0.7999999999999999,0.09837815878956692
Stimulus shift,Variance gate,3,0.8499999999999999,0.10551654567617394
Stimulus shift,Variance gate,3,0.8999999999999999,0.10506342555412267
Stimulus shift,Variance gate,3,0.95,0.11571688876187261
Stimulus shift,Variance gate,3,1.0,0.12113945749867071
Stimulus shift,Variance gate,4,0.3,0.06879586148510103
Stimulus shift,Variance gate,4,0.35,0.07112053984089967
Stimulus shift,Variance gate,4,0.39999999999999997,0.06833688107789487
Stimulus shift,Variance gate,4,0.44999999999999996,0.08022036166766203
Stimulus shift,Variance gate,4,0.5,0.07897419436279815
Stimulus shift,Variance gate,4,0.5499999999999999,0.08187809637667638
Stimulus shift,Variance gate,4,0.6,0.082935780086302
Stimulus shift,Variance gate,4,0.6499999999999999,0.08629134487939741
Stimulus shift,Variance gate,4,0.7,0.09063746617097608
Stimulus shift,Variance gate,4,0.75,0.09597561529927655
Stimulus shift,Variance gate,4,0.7999999999999999,0.09721935125203106
Stimulus shift,Variance gate,4,0.8499999999999999,0.10274745160908516
Stimulus shift,Variance gate,4,0.8999999999999999,0.10886958833696243
Stimulus shift,Variance gate,4,0.95,0.11182878930936024
Stimulus shift,Variance gate,4,1.0,0.11861307667430672
Stimulus shift,Variance gate,5,0.3,0.06649051083596672
Stimulus shift,Variance gate,5,0.35,0.06912036046234998
Stimulus shift,Variance gate,5,0.39999999999999997,0.07012746720783056
Stimulus shift,Variance gate,5,0.44999999999999996,0.08112843531353175
Stimulus shift,Variance gate,5,0.5,0.0700289980719471
Stimulus shift,Variance gate,5,0.5499999999999999,0.08041005362643507
Stimulus shift,Variance gate,5,0.6,0.08359795538745042
Stimulus shift,Variance gate,5,0.6499999999999999,0.09379857819653663
Stimulus shift,Variance gate,5,0.7,0.0968021359812819
Stimulus shift,Variance gate,5,0.75,0.09396672290287614
Stimulus shift,Variance gate,5,0.7999999999999999,0.0983730059767152
Stimulus shift,Variance gate,5,0.8499999999999999,0.10245541623348987
Stimulus shift,Variance gate,5,0.8999999999999999,0.1097507502603591
Stimulus shift,Variance gate,5,0.95,0.11402808490698757
Stimulus shift,Variance gate,5,1.0,0.1218535390671383
Stimulus shift,Variance gate,6,0.3,0.06848965563735296
Stimulus shift,Variance gate,6,0.35,0.06148511526979635
