material,target,method,run,coverage,interval_width
MRC,0.9,Raw ensemble,2,0.7736201402892493,0.11783527426646954
MRC,0.9,Calibrated,2,0.9117957837419677,0.1426249050326428
MRC,0.9,Raw ensemble,3,0.7726702847264999,0.12115411997618189
MRC,0.9,Calibrated,3,0.8884944783754435,0.15662145304530253
MRC,0.9,Raw ensemble,4,0.7556475549155239,0.12062270442999501
MRC,0.9,Calibrated,4,0.9012016285040888,0.14144124386933074
MRC,0.9,Raw ensemble,5,0.7816111707083239,0.12320690891934089
MRC,0.9,Calibrated,5,0.8941489158975899,0.14815036937892248
MRC,0.9,Raw ensemble,6,0.7963359575579104,0.12996132114751854
MRC,0.9,Calibrated,6,0.8887210683237484,0.15868822765856905
MRC,0.9,Raw ensemble,7,0.7482947195297314,0.12524881892644776
MRC,0.9,Calibrated,7,0.8967528796063132,0.15007093319566683
MRC,0.9,Raw ensemble,8,0.78867174424597,0.12689187422824277
MRC,0.9,Calibrated,8,0.8919599327403499,0.16107726157088276
MRC,0.9,Raw ensemble,9,0.8001013305262058,0.12075733493480635
MRC,0.9,Calibrated,9,0.8933590228258665,0.15030200088971998
MRC,0.9,Raw ensemble,10,0.7705191389205535,0.11963750456827604
MRC,0.9,Calibrated,10,0.8967257668416828,0.14997186634500936
MRC,0.9,Raw ensemble,11,0.7852814591625198,0.13014742821529077
MRC,0.9,Calibrated,11,0.8856463245017572,0.15725789982660762
MRC,0.9,Raw ensemble,12,0.7527467346530885,0.12452811067244715
MRC,0.9,Calibrated,12,0.9037006138008798,0.15148006754143847
MRC,0.9,Raw ensemble,13,0.763981084583,0.12298153238631766
MRC,0.9,Calibrated,13,0.8976275942631868,0.1499952091661821
MRC,0.9,Raw ensemble,14,0.7661816305421653,0.12630140332881706
MRC,0.9,Calibrated,14,0.8986630378795548,0.14853167989035376
MRC,0.9,Raw ensemble,15,0.7722628329551378,0.13284994229431168
MRC,0.9,Calibrated,15,0.8909943985391402,0.1705135527823
MRC,0.95,Raw ensemble,1,0.8136875554548424,0.13411757265692031
MRC,0.95,Calibrated,1,0.9595378857894663,0.16003729817598075
MRC,0.95,Raw ensemble,2,0.8260866209371766,0.13051441990708282
MRC,0.95,Calibrated,2,0.934416304551405,0.16042557106922745
MRC,0.95,Raw ensemble,3,0.8271502505533641,0.14250218809124904
MRC,0.95,Calibrated,3,0.9421078804666186,0.17703801318771364
MRC,0.95,Raw ensemble,4,0.8583492365424684,0.14188802777515536
MRC,0.95,Calibrated,4,0.9445416162587497,0.17628494502783085
MRC,0.95,Raw ensemble,5,0.8392242417978766,0.13528203986584955
MRC,0.95,Calibrated,5,0.950038967028457,0.16886578806194086
MRC,0.95,Raw ensemble,6,0.8517783672809729,0.128857318646737
MRC,0.95,Calibrated,6,0.9527310888823554,0.1612564737483929
MRC,0.95,Raw ensemble,7,0.8337956387859471,0.13313613971518495
MRC,0.95,Calibrated,7,0.9441368424699905,0.16496875316322268
MRC,0.95,Raw ensemble,8,0.8274954269624256,0.13338229414184202
MRC,0.95,Calibrated,8,0.9302133441547946,0.16721882594389204
MRC,0.95,Raw ensemble,9,0.8070555799613768,0.128301579608832
MRC,0.95,Calibrated,9,0.955465725135722,0.16092686793343852
MRC,0.95,Raw ensemble,10,0.7761266255668258,0.12689176994348933
MRC,0.95,Calibrated,10,0.944572885958966,0.14611677317701785
MRC,0.95,Raw ensemble,11,0.8072680576445787,0.1370564437195728
MRC,0.95,Calibrated,11,0.9502502499484614,0.16870829101778462
MRC,0.95,Raw ensemble,12,0.8103296759572745,0.135096435102136
MRC,0.95,Calibrated,12,0.9401966949532503,0.16615055634719347
MRC,0.95,Raw ensemble,13,0.8396438112713408,0.1370007486139731
MRC,0.95,Calibrated,13,0.933969844373925,0.16364652851451642
MRC,0.95,Raw ensemble,14,0.8424217628987408,0.12551173932802678
MRC,0.95,Calibrated,14,0.9308690273829872,0.15816273949494683
MRC,0.95,Raw ensemble,15,0.8450156605019086,0.132504881288429
MRC,0.95,Calibrated,15,0.9375873310312307,0.1639164083590908
PRF,0.8,Raw ensemble,1,0.6706790680009755,0.11683253333316314
PRF,0.8,Calibrated,1,0.8025477947301886,0.14513048698329098
PRF,0.8,Raw ensemble,2,0.7044103819424733,0.11078640472140139
PRF,0.8,Calibrated,2,0.7845101202272357,0.1348782850577518
PRF,0.8,Raw ensemble,3,0.6723977349821397,0.10586625327560921
PRF,0.8,Calibrated,3,0.7962720757595746,0.1326128455624744
PRF,0.8,Raw ensemble,4,0.6720007305984469,0.1126514411008557
PRF,0.8,Calibrated,4,0.7906332580025964,0.13612368181381987
PRF,0.8,Raw ensemble,5,0.6846490543982191,0.11035882269549319
PRF,0.8,Calibrated,5,0.7857614038948891,0.1373747234669323
PRF,0.8,Raw ensemble,6,0.6353294898666859,0.10851513250937311
PRF,0.8,Calibrated,6,0.7921290092923229,0.13087832248908976
PRF,0.8,Raw ensemble,7,0.6878577650933851,0.10019790611029096
PRF,0.8,Calibrated,7,0.7951074044557664,0.12684968094456242
PRF,0.8,Raw ensemble,8,0.6631362560092817,0.11008957593932603
PRF,0.8,Calibrated,8,0.7882044711853361,0.13286036703257836
PRF,0.8,Raw ensemble,9,0.6850246506440403,0.11266485922157171
PRF,0.8,Calibrated,9,0.799940557500372,0.13573762541297732
PRF,0.8,Raw ensemble,10,0.6897005763689374,0.11649342086094736
PRF,0.8,Calibrated,10,0.7934888029784756,0.14675973384761695
PRF,0.8,Raw ensemble,11,0.6768561892228848,0.12141171645417656
PRF,0.8,Calibrated,11,0.7892370213958593,0.14733477472005826
PRF,0.8,Raw ensemble,12,0.6863112549842598,0.10693905956890405
PRF,0.8,Calibrated,12,0.7946607194220823,0.13008100554689628
PRF,0.8,Raw ensemble,13,0.6752245730961414,0.12047448752774806
PRF,0.8,Calibrated,13,0.7928783052734336,0.14818796421594937
PRF,0.8,Raw ensemble,14,0.7041873408114211,0.12381243499731909
PRF,0.8,Calibrated,14,0.8025663845801391,0.1489648000658649
PRF,0.8,Raw ensemble,15,0.6816810092798178,0.11407157729429729
PRF,0.8,Calibrated,15,0.7885239622750525,0.1499753992002937
PRF,0.9,Raw ensemble,1,0.8104521807156744,0.11941686658970672
PRF,0.9,Calibrated,1,0.9035368785487222,0.15285520944891554
PRF,0.9,Raw ensemble,2,0.7792411817787062,0.13080304804063228
PRF,0.9,Calibrated,2,0.9134025361956251,0.16058784847845228
PRF,0.9,Raw ensemble,3,0.782858478950929,0.12685470828752016
PRF,0.9,Calibrated,3,0.9077156133053896,0.15719248747177764
PRF,0.9,Raw ensemble,4,0.7727339359467913,0.12758751025319726
PRF,0.9,Calibrated,4,0.9075661048838138,0.16124414577664753
PRF,0.9,Raw ensemble,5,0.7617879312652028,0.1279308220195346
PRF,0.9,Calibrated,5,0.8976659208577595,0.15957511909096062
PRF,0.9,Raw ensemble,6,0.7704143575953497,0.11849389924124189
PRF,0.9,Calibrated,6,0.8956655268673114,0.1406079282090386
PRF,0.9,Raw ensemble,7,0.7811842948652749,0.12844946659681536
PRF,0.9,Calibrated,7,0.8884376883941496,0.16340026991121515
PRF,0.9,Raw ensemble,8,0.7985777898466401,0.11787706375261808
PRF,0.9,Calibrated,8,0.8843452820171379,0.14543998294046362
PRF,0.9,Raw ensemble,9,0.7862958658528729,0.13027868045527752
PRF,0.9,Calibrated,9,0.9012204290003362,0.1570442479917315
PRF,0.9,Raw ensemble,10,0.7862062456936757,0.12493940753947681
PRF,0.9,Calibrated,10,0.9114502994661254,0.14812749601415495
PRF,0.9,Raw ensemble,11,0.7924117215260373,0.12669252809179518
PRF,0.9,Calibrated,11,0.8791862151380371,0.16071849089878376
PRF,0.9,Raw ensemble,12,0.7661150383105698,0.12861624493644272
PRF,0.9,Calibrated,12,0.8901908891691023,0.1579527575721957
PRF,0.9,Raw ensemble,13,0.7649374109709768,0.13283632696762177
PRF,0.9,Calibrated,13,0.9182286072583428,0.16847855411287718
PRF,0.9,Raw ensemble,14,0.7633798390690362,0.12418923882002307
PRF,0.9,Calibrated,14,0.9108094433485487,0.15629141618880868
PRF,0.9,Raw ensemble,15,0.774541574174293,0.12752943036844588
PRF,0.9,Calibrated,15,0.8905276766341804,0.15823612160182443
PRF,0.95,Raw ensemble,1,0.8321667729159676,0.13563489692631175
PRF,0.95,Calibrated,1,0.9336242432000014,0.16852314594948536
PRF,0.95,Raw ensemble,2,0.8332778284515169,0.1431174492411531
PRF,0.95,Calibrated,2,0.942589440058787,0.18000528695458495
PRF,0.95,Raw ensemble,3,0.851062229559295,0.12583369561035923
PRF,0.95,Calibrated,3,0.9372134467877001,0.1511664471838328
PRF,0.95,Raw ensemble,4,0.8392036246031462,0.1361389676380581
PRF,0.95,Calibrated,4,0.9515419371343682,0.16631496704635673
PRF,0.95,Raw ensemble,5,0.8095580025722822,0.12744752537805096
PRF,0.95,Calibrated,5,0.9491359733523895,0.1614769473590362
PRF,0.95,Raw ensemble,6,0.8281057180289352,0.13220453840874088
PRF,0.95,Calibrated,6,0.9554391276722219,0.16315331158604177
PRF,0.95,Raw ensemble,7,0.8408973164273625,0.1349529152817703
PRF,0.95,Calibrated,7,0.941021635240662,0.15981898206422882
PRF,0.95,Raw ensemble,8,0.822636504608734,0.13951125095656255
PRF,0.95,Calibrated,8,0.950611600320212,0.17580137652323302
PRF,0.95,Raw ensemble,9,0.8202575615936859,0.12978695250106378
PRF,0.95,Calibrated,9,0.9310181031419126,0.15571273068613573
PRF,0.95,Raw ensemble,10,0.8332964497702761,0.1308750867037399
PRF,0.95,Calibrated,10,0.9462963617037828,0.163067085541623
PRF,0.95,Raw ensemble,11,0.8444500705419122,0.1350050607484953
PRF,0.95,Calibrated,11,0.9499125603668228,0.16163155157235057
PRF,0.95,Raw ensemble,12,0.8188337737100583,0.13940528041119585
PRF,0.95,Calibrated,12,0.9502989081837911,0.17554305588814947
PRF,0.95,Raw ensemble,13,0.8272948925136634,0.1383842767473692
PRF,0.95,Calibrated,13,0.9520825661048687,0.16396838542280154
PRF,0.95,Raw ensemble,14,0.8064503596955671,0.13459323273458004
PRF,0.95,Calibrated,14,0.9438098966929509,0.16087904322722266
PRF,0.95,Raw ensemble,15,0.8308087067900006,0.13487007282857746
PRF,0.95,Calibrated,15,0.9469132841466613,0.16971167389725098
